id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes|aggregate value
242|Joby||23|1||||1963-01-01|Drama,Sport,Western|||1 Joby Drama,Sport,Western 0 23 1963-01-01 Joby
243||James Flavin|||1976-01-01|1906-01-01||||actor,soundtrack||1906-01-01 actor,soundtrack James Flavin 1976-01-01
244||Chuck Conry||||1983-01-01||||writer,director,actor||Chuck Conry 1983-01-01 writer,director,actor
245||Norbert Brodine|||1970-01-01|1896-01-01||||cinematographer,camera_department,miscellaneous||1896-01-01 cinematographer,camera_department,miscellaneous 1970-01-01 Norbert Brodine
246||Diane Baker||||1938-01-01||||actress,producer,production_manager||1938-01-01 Diane Baker actress,producer,production_manager
247|Fix It Mum and Dad||43|1||||2017-01-01|Animation,Comedy,Family|||1 2017-01-01 Animation,Comedy,Family 0 Fix It Mum and Dad 43 Fix It Mum and Dad
248|For Better or for Worse||2|6||||1958-01-01|Drama||30|30 0 2 Drama For Better or for Worse 6 1958-01-01 For Better or for Worse
249|Flesh Hunter 8|||||||2005-01-01|Adult||240|240 1 Flesh Hunter 8 Adult 2005-01-01 Flesh Hunter 8
250||Michael S. Chernuchin||||1954-01-01||||producer,writer,miscellaneous||1954-01-01 producer,writer,miscellaneous Michael S. Chernuchin
251||Nicholas Colasanto|||1985-01-01|1924-01-01||||actor,director,soundtrack||1985-01-01 Nicholas Colasanto actor,director,soundtrack 1924-01-01
252||Warren Oates|||1982-01-01|1928-01-01||||actor,soundtrack,music_department||1982-01-01 Warren Oates actor,soundtrack,music_department 1928-01-01
253||Helen Garnell||||||||writer||writer Helen Garnell
254||Evelyn Eaton|||1964-01-01|1924-01-01||||actress||Evelyn Eaton 1964-01-01 actress 1924-01-01
255|The Velvet Trap||16|3||||1962-01-01|Adventure||48|Adventure The Velvet Trap 1962-01-01 0 48 16 3 The Velvet Trap
256||Vijayshanti||||1966-01-01||||actress||1966-01-01 actress Vijayshanti
257||Lev Durov|||2015-01-01|1931-01-01||||actor,director,soundtrack||Lev Durov 1931-01-01 2015-01-01 actor,director,soundtrack
258||James Pritchett|||2011-01-01|1922-01-01||||actor,soundtrack||1922-01-01 actor,soundtrack James Pritchett 2011-01-01
259||Sanae Kobayashi||||1980-01-01||||actress,soundtrack||actress,soundtrack Sanae Kobayashi 1980-01-01
260||Elva Mai Hoover||||||||actress||Elva Mai Hoover actress
261||J. Sean Elliott||||||||actor||actor J. Sean Elliott
262|End Game||14|3||||1995-01-01|Crime,Drama,Mystery|||End Game Crime,Drama,Mystery 0 1995-01-01 14 3 End Game
263||Gordon Barnes||||||||actor||Gordon Barnes actor
264||Harry Lauter|||1990-01-01|1914-01-01||||actor||1990-01-01 actor Harry Lauter 1914-01-01
265||Miklos Perlus||||1977-01-01||||actor,miscellaneous,producer||1977-01-01 actor,miscellaneous,producer Miklos Perlus
266|Chapter 38||12|3||||2015-01-01|Drama||49|0 49 12 Drama 2015-01-01 Chapter 38 Chapter 38 3
267|Barbecue||11|1||||1960-01-01|Adventure,Drama,Family||30|30 1 Barbecue 1960-01-01 Barbecue 0 11 Adventure,Drama,Family
268|Isaac Newton||2|1||||2003-01-01|Biography,Comedy,Documentary|||1 2003-01-01 0 2 Biography,Comedy,Documentary Isaac Newton Isaac Newton
269||Lloyd Rose||||||||writer||writer Lloyd Rose
270||Josh Grelle||||1985-01-01||||actor,writer,miscellaneous||actor,writer,miscellaneous Josh Grelle 1985-01-01
271|Chapter 29||3|3||||2015-01-01|Drama||53|Chapter 29 53 0 Drama Chapter 29 2015-01-01 3 3
272||Hannu Kahakorpi||||1946-01-01||||producer,actor,director||Hannu Kahakorpi 1946-01-01 producer,actor,director
273||Pierre Cendors||||||||writer||writer Pierre Cendors
274|Alien Love||12|7||||1959-01-01|Drama||30|30 0 12 Drama Alien Love 1959-01-01 7 Alien Love
275||Kip Walton||||||||music_department,director,producer||music_department,director,producer Kip Walton
276||Nicholas Day||||||||actor||Nicholas Day actor
277||Gerd Baltus|||2019-01-01|1932-01-01||||actor,soundtrack,director||2019-01-01 1932-01-01 actor,soundtrack,director Gerd Baltus
278|Treffpunkt Wien||4|2||||1964-01-01|Drama||58|2 Treffpunkt Wien 58 1964-01-01 0 Drama Treffpunkt Wien 4
279||Viet Thanh Pham||||||||cinematographer||Viet Thanh Pham cinematographer
280||Henry S. Quan||||||||actor||actor Henry S. Quan
281||Dick Clark|||2012-01-01|1929-01-01||||producer,actor,miscellaneous||Dick Clark producer,actor,miscellaneous 2012-01-01 1929-01-01
282||Jeff Beal||||1963-01-01||||composer,music_department,soundtrack||composer,music_department,soundtrack Jeff Beal 1963-01-01
283||Becky Martin||||||||director,producer,location_management||director,producer,location_management Becky Martin
284|The One That Got Away||7|1||||1953-01-01|Drama||30|30 1 7 0 Drama The One That Got Away 1953-01-01 The One That Got Away
285||Sajeev Pazhoor||||1974-01-01||||writer,actor||Sajeev Pazhoor 1974-01-01 writer,actor
286|Fight Night||2|1||||1962-01-01|Drama,Sport,Western||60|Fight Night 1 Drama,Sport,Western 1962-01-01 0 2 Fight Night 60
287|The Mystery of Matter: Search for the Elements||||||2015-01-01|2015-01-01|Biography,Documentary,History||60|Biography,Documentary,History The Mystery of Matter: Search for the Elements 0 2015-01-01 2015-01-01 60 The Mystery of Matter: Search for the Elements
288|?Viva los muertos!||11|2||||2006-01-01|Action,Adventure,Animation||22|2 Action,Adventure,Animation ?Viva los muertos! 22 0 ?Viva los muertos! 11 2006-01-01
289||Barun Raha||||||||cinematographer,camera_department||cinematographer,camera_department Barun Raha
290||Randall Anderson||||||||writer||Randall Anderson writer
291||Reinhard Glemnitz||||1930-01-01||||actor,miscellaneous||Reinhard Glemnitz 1930-01-01 actor,miscellaneous
292||Paul Attanasio||||1959-01-01||||writer,producer||writer,producer Paul Attanasio 1959-01-01
293|Faith, Hope and Mr. Flaherty||27|7||||1960-01-01|Drama|||1960-01-01 Faith, Hope and Mr. Flaherty 0 Drama Faith, Hope and Mr. Flaherty 7 27
294|The Floating Fortune||17|1||||1962-01-01|Adventure|||The Floating Fortune 1 Adventure 1962-01-01 0 The Floating Fortune 17
295|The Reluctant Hero||2|3||||1961-01-01|Adventure||60|Adventure The Reluctant Hero 0 2 1961-01-01 The Reluctant Hero 3 60
296||Esther McCoy||||||||writer||writer Esther McCoy
297||Elfie Tillack||||||||editor,assistant_director,camera_department||editor,assistant_director,camera_department Elfie Tillack
298||Juarez Roberts||||||||writer||Juarez Roberts writer
299||Roberto Rossellini||||||||actor||actor Roberto Rossellini
300||Milcho Leviev|||2019-01-01|1937-01-01||||composer,music_department||2019-01-01 composer,music_department 1937-01-01 Milcho Leviev
301||Ren||||||||||Ren
302||Richard Alan Simmons|||2004-01-01|1924-01-01||||writer,producer||Richard Alan Simmons writer,producer 2004-01-01 1924-01-01
303||Charles Mintz|||1939-01-01|1889-01-01||||producer||producer Charles Mintz 1939-01-01 1889-01-01
304||Jadranka Matkovic||||1951-01-01||||actress||1951-01-01 Jadranka Matkovic actress
305||Berry Kroeger|||1991-01-01|1912-01-01||||actor||actor Berry Kroeger 1912-01-01 1991-01-01
306|A Ticket for May||18|3||||1956-01-01|Drama||30|30 18 0 Drama 1956-01-01 A Ticket for May A Ticket for May 3
307||Ed Wittstein|||2011-01-01|1929-01-01||||production_designer,art_department,art_director||production_designer,art_department,art_director 1929-01-01 2011-01-01 Ed Wittstein
308||Paul Micale|||1999-01-01|1916-01-01||||actor||Paul Micale 1916-01-01 actor 1999-01-01
309||Jean Bolvary||||||||producer,writer,director||Jean Bolvary producer,writer,director
310|Pob's Programme||||||1990-01-01|1985-01-01|Family,Fantasy||30|Family,Fantasy 30 0 1985-01-01 Pob's Programme Pob's Programme 1990-01-01
311||Chuck Copeland||||||||producer||producer Chuck Copeland
312|One Way Ticket||10|3||||1961-01-01|Adventure||60|Adventure One Way Ticket 0 One Way Ticket 10 1961-01-01 3 60
313||Herbert Reinecker|||2007-01-01|1914-01-01||||writer||Herbert Reinecker writer 2007-01-01 1914-01-01
314||Lionello Santi|||1995-01-01|1918-01-01||||producer,miscellaneous||producer,miscellaneous 1995-01-01 1918-01-01 Lionello Santi
315||Carlo Siliotto||||1950-01-01||||composer,music_department,soundtrack||Carlo Siliotto composer,music_department,soundtrack 1950-01-01
316||Lynette Eads||||||||||Lynette Eads
317||Jeff Morrow|||1993-01-01|1907-01-01||||actor,soundtrack||1993-01-01 Jeff Morrow actor,soundtrack 1907-01-01
318||Pekka Lehto||||1948-01-01||||director,writer,sound_department||Pekka Lehto 1948-01-01 director,writer,sound_department
319|The Girl Who Knew||18|2||||1955-01-01|Drama||30|2 30 18 The Girl Who Knew 0 Drama 1955-01-01 The Girl Who Knew
320||Agn?s Guillemot|||2005-01-01|1931-01-01||||editor,miscellaneous||1931-01-01 Agn?s Guillemot 2005-01-01 editor,miscellaneous
321||Chris Grega||||||||actor,director,writer||Chris Grega actor,director,writer
322||Jayne Atkinson||||1959-01-01||||actress,producer||Jayne Atkinson actress,producer 1959-01-01
323|Obyknovennaya istoriya|||||||1970-01-01|Drama,Romance||136|1970-01-01 136 Obyknovennaya istoriya Obyknovennaya istoriya 0 Drama,Romance
324|Tambu||13|1||||1962-01-01|Adventure|||1 Adventure 1962-01-01 0 13 Tambu Tambu
325||Edward Barbini||||||||producer,director,writer||Edward Barbini producer,director,writer
326||Dwayne Hickman||||1934-01-01||||actor,soundtrack,director||Dwayne Hickman actor,soundtrack,director 1934-01-01
327||Doug Wolven||||||||miscellaneous||Doug Wolven miscellaneous
328||William W. Spencer|||2007-01-01|1921-01-01||||cinematographer,camera_department||cinematographer,camera_department William W. Spencer 1921-01-01 2007-01-01
329|Harbormaster||||||1958-01-01|1957-01-01|Adventure||30|30 Harbormaster Adventure 1957-01-01 1958-01-01 0 Harbormaster
330||Sidney Morse|||2003-01-01|1920-01-01||||writer,miscellaneous,producer||2003-01-01 writer,miscellaneous,producer 1920-01-01 Sidney Morse
331||Ken Renard|||1993-01-01|1905-01-01||||actor||Ken Renard 1993-01-01 actor 1905-01-01
332||John Kemeny|||2012-01-01|1925-01-01||||producer,editor,director||2012-01-01 John Kemeny 1925-01-01 producer,editor,director
333||Jun Mizuki||||1973-01-01||||actress||1973-01-01 Jun Mizuki actress
334||Rachel Ward||||1957-01-01||||actress,director,writer||actress,director,writer 1957-01-01 Rachel Ward
335|South American Uncle||27|5||||1958-01-01|Drama||30|30 0 Drama 1958-01-01 South American Uncle 27 5 South American Uncle
336||D?bora Duarte||||1950-01-01||||actress||D?bora Duarte actress 1950-01-01
337||Steve Radenbaugh||||||||actor,transportation_department||Steve Radenbaugh actor,transportation_department
338||Harry Townes|||2001-01-01|1914-01-01||||actor||actor 2001-01-01 Harry Townes 1914-01-01
339||Kevin Arkadie||||1957-01-01||||writer,producer,miscellaneous||Kevin Arkadie 1957-01-01 writer,producer,miscellaneous
340|Chapter 11||11|1||||2013-01-01|Drama||55|Chapter 11 1 55 2013-01-01 0 Drama 11 Chapter 11
341|Nightmare in the Sun||35|2||||1961-01-01|Adventure||60|2 Adventure Nightmare in the Sun 0 Nightmare in the Sun 35 1961-01-01 60
342||Leona Hirota||||1963-01-01||||actress,director||actress,director Leona Hirota 1963-01-01
343||Mark Chapman||||1955-01-01||||actor||Mark Chapman actor 1955-01-01
344||Charlotte Stewart||||1941-01-01||||actress||1941-01-01 Charlotte Stewart actress
345|CIA: Crime Investigation Australia||||||2009-01-01|2005-01-01|Crime,Documentary||60|2009-01-01 Crime,Documentary 0 2005-01-01 CIA: Crime Investigation Australia 60 CIA: Crime Investigation Australia
346|So Very Attractive||7|3||||1999-01-01|Animation,Comedy,Fantasy||21|21 1999-01-01 7 So Very Attractive 0 So Very Attractive Animation,Comedy,Fantasy 3
347|The Thievingest Dog||1|1||||1957-01-01|Adventure||30|30 1 Adventure 1957-01-01 The Thievingest Dog 0 1 The Thievingest Dog
348||Harry Miles Muheim|||2003-01-01|1920-01-01||||writer,producer||2003-01-01 writer,producer Harry Miles Muheim 1920-01-01
349||Veda Ann Borg|||1973-01-01|1915-01-01||||actress,soundtrack||1973-01-01 1915-01-01 actress,soundtrack Veda Ann Borg
350||Don Pedro Colley|||2017-01-01|1938-01-01||||actor,director,producer||1938-01-01 Don Pedro Colley actor,director,producer 2017-01-01
351||George Bellak|||2002-01-01|1919-01-01||||writer,actor,producer||2002-01-01 1919-01-01 writer,actor,producer George Bellak
352||Nico Minardos|||2011-01-01|1930-01-01||||actor,producer||1930-01-01 actor,producer 2011-01-01 Nico Minardos
353||Betsy Paul||||||||actress||actress Betsy Paul
354||Brad Anderson||||1964-01-01||||director,producer,writer||director,producer,writer Brad Anderson 1964-01-01
355|The Faith of Chata||13|1||||1953-01-01|Drama||30|30 1 The Faith of Chata 0 13 Drama 1953-01-01 The Faith of Chata
356||Robert Doyle|||2000-01-01|1938-01-01||||actor||2000-01-01 1938-01-01 actor Robert Doyle
357||Hans Conried|||1982-01-01|1917-01-01||||actor,soundtrack,miscellaneous||1982-01-01 Hans Conried 1917-01-01 actor,soundtrack,miscellaneous
358||Diane Taylor|||2016-01-01|||||writer,producer,miscellaneous||Diane Taylor 2016-01-01 writer,producer,miscellaneous
359||Charles Oestreicher||||||||editor,editorial_department||editor,editorial_department Charles Oestreicher
360||John Close|||1963-01-01|1921-01-01||||actor,soundtrack||John Close 1921-01-01 actor,soundtrack 1963-01-01
361||Ben Batt||||1986-01-01||||actor||Ben Batt actor 1986-01-01
362||Ralph Clanton|||2002-01-01|1914-01-01||||actor||actor 2002-01-01 Ralph Clanton 1914-01-01
363||Steve Toussaint||||1965-01-01||||actor,writer||actor,writer Steve Toussaint 1965-01-01
364||Ross Davidson|||2006-01-01|1949-01-01||||actor||1949-01-01 actor Ross Davidson 2006-01-01
365||Dorothy Green|||2008-01-01|1920-01-01||||actress||Dorothy Green actress 1920-01-01 2008-01-01
366||Tamar Cooper||||1930-01-01||||actress||1930-01-01 actress Tamar Cooper
367||Nathan Fillion||||1971-01-01||||actor,producer,soundtrack||1971-01-01 actor,producer,soundtrack Nathan Fillion
368||Alex Zakrzewski||||||||director,cinematographer,camera_department||director,cinematographer,camera_department Alex Zakrzewski
369||Ben Edlund||||1968-01-01||||producer,writer,animation_department||1968-01-01 producer,writer,animation_department Ben Edlund
370||Rodney McMahon||||||||actor||Rodney McMahon actor
371||Elizabeth Winter||||||||editor,producer,writer||Elizabeth Winter editor,producer,writer
372||Chantal Jackson||||||||writer,producer,miscellaneous||Chantal Jackson writer,producer,miscellaneous
373|Sniper: Part 1||8|4||||1996-01-01|Crime,Drama,Mystery|||8 Sniper: Part 1 1996-01-01 Crime,Drama,Mystery 0 Sniper: Part 1 4
374||Ed Canler||||||||||Ed Canler
375||Chiemi Chiba||||1975-01-01||||actress||actress 1975-01-01 Chiemi Chiba
376||Frank R. Roach||||||||actor||Frank R. Roach actor
377||Walter 'PeeWee' Flannery||||||||actor||Walter 'PeeWee' Flannery actor
378||David Coujard||||||||producer,production_manager||producer,production_manager David Coujard
379|Gackt Live Tour 2000: Mars sora kara no houmonsha/Visitor from the Sky - La r?miniscence|||||||2000-01-01|Documentary,Music||84|84 Documentary,Music Gackt Live Tour 2000: Mars sora kara no houmonsha/Visitor from the Sky - La r?miniscence 0 Gackt Live Tour 2000: Mars sora kara no houmonsha/Visitor from the Sky - La r?miniscence 2000-01-01
380|Somebody Else's Dream||15|4||||1956-01-01|Drama||30|30 Somebody Else's Dream Somebody Else's Dream 0 Drama 1956-01-01 15 4
381||Alon Hamawi||||||||actor||Alon Hamawi actor
382||Richard Arlen|||1976-01-01|1899-01-01||||actor,soundtrack||Richard Arlen actor,soundtrack 1976-01-01 1899-01-01
383||John Agar|||2002-01-01|1921-01-01||||actor,music_department||1921-01-01 2002-01-01 John Agar actor,music_department
384||Angel Chiang||||1989-01-01||||actress||1989-01-01 Angel Chiang actress
385||Yaniv Swissa||||1977-01-01||||actor||1977-01-01 Yaniv Swissa actor
386||Margit Saad||||1929-01-01||||actress,director,soundtrack||actress,director,soundtrack 1929-01-01 Margit Saad
387||Molly Parker||||1972-01-01||||actress,soundtrack,producer||actress,soundtrack,producer 1972-01-01 Molly Parker
388||Bianca Kronl?f||||1985-01-01||||actress,writer||Bianca Kronl?f actress,writer 1985-01-01
389||Ernest F. Miller||||||||writer||writer Ernest F. Miller
390|Nearer My God to Thee||1|3||||1994-01-01|Crime,Drama,Mystery|||Nearer My God to Thee Crime,Drama,Mystery 0 Nearer My God to Thee 1994-01-01 1 3
391||Anna Lee|||2004-01-01|1913-01-01||||actress,soundtrack||Anna Lee 2004-01-01 actress,soundtrack 1913-01-01
392|Game Over||1|2||||1994-01-01|Animation,Comedy,Fantasy||21|2 Game Over 21 0 1994-01-01 1 Game Over Animation,Comedy,Fantasy
393|Survival||15|1||||1958-01-01|Adventure||30|30 1 Adventure Survival 0 Survival 1958-01-01 15
394||Patricia Donahue|||2012-01-01|1925-01-01||||actress,miscellaneous||2012-01-01 actress,miscellaneous Patricia Donahue 1925-01-01
395||Keith Drinkel||||1944-01-01||||actor||Keith Drinkel actor 1944-01-01
396||Raymond Guth||||1924-01-01||||actor,miscellaneous||Raymond Guth actor,miscellaneous 1924-01-01
397||Ben Johnson|||1996-01-01|1918-01-01||||actor,stunts,miscellaneous||1996-01-01 Ben Johnson 1918-01-01 actor,stunts,miscellaneous
398||Steve Fisher|||1980-01-01|1912-01-01||||writer,producer||writer,producer 1912-01-01 1980-01-01 Steve Fisher
399||Arthur Storch|||2013-01-01|1925-01-01||||actor,director||2013-01-01 actor,director Arthur Storch 1925-01-01
400||William Phipps|||2018-01-01|1922-01-01||||actor,producer||1922-01-01 William Phipps actor,producer 2018-01-01
401||Carleton Carpenter||||1926-01-01||||actor,soundtrack,music_department||1926-01-01 actor,soundtrack,music_department Carleton Carpenter
402|My Own Master||13|8||||1960-01-01|Drama||30|30 My Own Master 1960-01-01 0 13 Drama 8 My Own Master
403||Ernest R. Dickerson||||1951-01-01||||director,cinematographer,camera_department||1951-01-01 Ernest R. Dickerson director,cinematographer,camera_department
404||Art Wallace||||||||writer,producer,miscellaneous||Art Wallace writer,producer,miscellaneous
405||Peter Medak||||1937-01-01||||director,producer,assistant_director||director,producer,assistant_director 1937-01-01 Peter Medak
406||Ray Danton|||1992-01-01|1931-01-01||||actor,director,producer||1992-01-01 1931-01-01 Ray Danton actor,director,producer
407||Mike Post||||1944-01-01||||composer,music_department,soundtrack||composer,music_department,soundtrack 1944-01-01 Mike Post
408||Isao Tomita|||2016-01-01|1932-01-01||||composer,music_department,soundtrack||1932-01-01 composer,music_department,soundtrack 2016-01-01 Isao Tomita
409||James Philbrook|||1982-01-01|1924-01-01||||actor||1982-01-01 actor James Philbrook 1924-01-01
410||Royal Dano|||1994-01-01|1922-01-01||||actor,soundtrack||1922-01-01 actor,soundtrack 1994-01-01 Royal Dano
411|Mushroom Farmer||7|2||||2006-01-01|Reality-TV||43|2 43 Mushroom Farmer 7 Reality-TV 0 Mushroom Farmer 2006-01-01
412||Dan Eggiman||||||||camera_department,miscellaneous,producer||camera_department,miscellaneous,producer Dan Eggiman
413||Eugene Iglesias||||1926-01-01||||actor,soundtrack||Eugene Iglesias 1926-01-01 actor,soundtrack
414|Shades of Gray||10|7||||1999-01-01|Crime,Drama,Mystery|||1999-01-01 Crime,Drama,Mystery 0 Shades of Gray 10 7 Shades of Gray
415||Jos? Basseti||||||||actor||Jos? Basseti actor
416||Linda Cunningham||||||||actress||Linda Cunningham actress
417||Nick De Ruiz|||1959-01-01|1871-01-01||||actor||Nick De Ruiz 1871-01-01 actor 1959-01-01
418||Gloria G?mez||||||||actress||Gloria G?mez actress
